9942 5
"EngG",0,0,0,-0.0381083546116096,-1.6268640039097,6.1
"EngP",0,0,0,1.2561482947718,-1.6268640039097,6.1
"EngP",0,0,0,0.22433813262447,-1.6268640039097,6.1
"EngF",0,0,0,-1.2940166588281,-1.6268640039097,6.1
"EngN",1,0,0,-0.97644442541458,-1.6268640039097,6.1
"EngN",0,0,0,0.00383514791470554,-1.6268640039097,6.1
"EngI",0,0,0,-0.425186963640166,-1.6268640039097,6.1
"EngA",1,0,0,0.26148809200492,-1.6268640039097,6.1
"EngN",1,0,0,-0.307745156566486,-1.6268640039097,6.1
"EngF",0,0,0,-1.23769252686419,-1.6268640039097,6.1
"EngJ",0,0,0,-0.3496886590928,-1.6268640039097,6.1
"EngD",1,0,0,-1.18256678068675,-1.6268640039097,6.1
"EngL",1,0,0,-0.930905765528867,-1.6268640039097,6.1
"EngB",0,0,0,-1.21851835428074,-1.6268640039097,6.1
"EngL",0,0,0,-1.19215386697848,-1.6268640039097,6.1
"EngM",0,0,0,0.317812223968827,-1.6268640039097,6.1
"EngN",0,0,0,-0.517462669198057,-1.6268640039097,6.1
"EngM",0,0,0,2.6390854923537,-1.6268640039097,6.1
"EngL",0,0,0,-1.06991851675894,-1.6268640039097,6.1
"EngN",0,0,0,-0.829042973679248,-1.6268640039097,6.1
"EngM",0,0,0,-1.13223457765518,-1.6268640039097,6.1
"EngD",1,0,0,-0.990825054852173,-1.6268640039097,6.1
"EngP",0,0,0,-0.986031511706309,-1.6268640039097,6.1
"EngL",0,0,0,-1.10587009035292,-1.6268640039097,6.1
"EngA",0,0,0,-0.433575664145428,-1.6268640039097,6.1
"EngL",0,0,0,-0.380846689540919,-1.6268640039097,6.1
"EngM",0,0,0,-0.131582445955967,-1.6268640039097,6.1
"EngL",1,0,0,-0.89615257772135,-1.6268640039097,6.1
"EngO",1,0,0,0.147641442290638,-1.6268640039097,6.1
"EngM",0,0,0,-1.08429914619653,-1.6268640039097,6.1
"EngM",0,0,0,-0.517462669198057,-1.6268640039097,6.1
"EngL",1,0,0,-0.936897694461198,-1.6268640039097,6.1
"EngH",1,0,0,-0.952476709685257,-1.6268640039097,6.1
"EngD",0,0,0,-0.686435065089779,-1.6268640039097,6.1
"EngF",0,0,0,-0.277785511904833,-1.6268640039097,6.1
"EngM",0,0,0,-0.571390029589033,-1.6268640039097,6.1
"EngN",0,0,0,-0.0536873698356686,-1.6268640039097,6.1
"EngM",0,0,0,-0.710402780819102,-1.6268640039097,6.1
"EngD",1,0,0,0.859482599451512,-1.6268640039097,6.1
"EngK",0,0,0,-1.05433950153488,-1.6268640039097,6.1
"EngL",0,0,0,-1.01838792794089,-1.6268640039097,6.1
"EngA",0,0,1,0.0565641225192145,-1.6268640039097,6.1
