3361 5
"EngA",1,0,0,-0.270581547140893,-1.69088822462962,6.1
"EngL",0,0,0,0.85338146288147,-1.69088822462962,6.1
"EngB",0,0,0,-0.144875157862074,-1.69088822462962,6.1
"EngF",1,0,0,-0.91267006492779,-1.69088822462962,6.1
"EngL",0,0,0,-1.14559660976795,-1.69088822462962,6.1
"EngF",1,0,0,-0.370407209215247,-1.69088822462962,6.1
"EngF",0,1,0,-0.57868544243211,-1.69088822462962,6.1
"EngC",0,0,0,1.64212743482699,-1.69088822462962,6.1
"EngM",0,0,0,-1.06548959699223,-1.69088822462962,6.1
"EngI",0,1,0,-1.1332724539563,-1.69088822462962,6.1
"EngM",0,0,0,0.892818761478745,-1.69088822462962,6.1
"EngF",0,0,0,-0.905275571440801,-1.69088822462962,6.1
"EngI",0,0,0,-1.02358746723263,-1.69088822462962,6.1
"EngL",0,0,0,0.138580425805845,-1.69088822462962,6.1
"EngF",0,0,0,-1.19612564859571,-1.69088822462962,6.1
"EngD",1,0,0,-0.274278793884387,-1.69088822462962,6.1
"EngF",1,0,0,-1.16161801232309,-1.69088822462962,6.1
"EngC",0,0,0,0.434360165285413,-1.69088822462962,6.1
"EngA",1,0,0,-0.105437859264799,-1.69088822462962,6.1
"EngF",0,0,0,-0.652630377302002,-1.69088822462962,6.1
"EngD",0,0,0,-1.29718372625123,-1.69088822462962,6.1
"EngE",0,0,0,0.590876944093353,-1.69088822462962,6.1
"EngA",0,0,0,-1.20475255766386,-1.69088822462962,6.1
"EngM",0,0,0,-0.258257391329243,-1.69088822462962,6.1
"EngP",0,0,0,-0.132551002050426,-1.69088822462962,6.1
"EngB",0,0,0,-0.561431624295802,-1.69088822462962,6.1
"EngP",0,0,0,-1.21707671347551,-1.69088822462962,6.1
"EngM",0,0,0,0.841057307069822,-1.69088822462962,6.1
"EngC",0,0,0,0.57239071037588,-1.69088822462962,6.1
"EngA",0,0,0,0.48119195736968,-1.69088822462962,6.1
"EngL",0,0,0,-0.566361286620461,-1.69088822462962,6.1
"EngJ",0,0,0,-1.26021125881628,-1.69088822462962,6.1
"EngA",0,0,0,-0.826400974246249,-1.69088822462962,6.1
"EngM",1,0,0,-0.998939155609331,-1.69088822462962,6.1
"EngA",0,0,0,-0.801752662622952,-1.69088822462962,6.1
"EngC",0,0,0,1.17380951398434,-1.69088822462962,6.1
"EngL",0,0,0,-0.301391936670014,-1.69088822462962,6.1
"EngM",0,0,0,-1.07041925931689,-1.69088822462962,6.1
"EngL",0,0,0,-0.847352039126051,-1.69088822462962,6.1
"EngP",0,0,0,0.19034188021477,-1.69088822462962,6.1
"EngM",0,0,0,0.0966782960462394,-1.69088822462962,6.1
"EngM",0,0,0,-1.07781375280388,-1.69088822462962,6.1
"EngA",0,0,0,0.17801772440312,-1.69088822462962,6.1
"EngP",1,0,0,0.863240787530789,-1.69088822462962,6.1
"EngA",0,0,0,0.344393827860379,-1.69088822462962,6.1
"EngM",0,0,0,-0.135015833212756,-1.69088822462962,6.1
"EngP",0,0,0,-1.20475255766386,-1.69088822462962,6.1
"EngK",0,0,0,-0.505972923143382,-1.69088822462962,6.1
"EngM",1,0,0,-1.21954154463784,-1.69088822462962,6.1
"EngJ",0,0,0,-0.71794840310374,-1.69088822462962,6.1
"EngL",0,0,0,-1.21091463556969,-1.69088822462962,6.1
"EngM",1,0,0,-1.2947188950889,-1.69088822462962,6.1
"EngH",0,0,0,-1.12218071372582,-1.69088822462962,6.1
"EngE",0,0,0,-1.10615931117067,-1.69088822462962,6.1
"EngL",0,0,0,-0.937318376551087,-1.69088822462962,6.1
"EngM",0,0,0,-0.403682429906698,-1.69088822462962,6.1
"EngM",0,0,0,-0.5860799359191,-1.69088822462962,6.1
"EngB",0,0,0,-1.05439785676175,-1.69088822462962,6.1
